loss,accuracy,val_loss,val_accuracy
2.152261257171631,0.21927587687969208,1.9167886972427368,0.26238739490509033
1.9607570171356201,0.26007139682769775,1.8409326076507568,0.2680180072784424
1.8806267976760864,0.2890107035636902,1.7645195722579956,0.29729729890823364
1.7545744180679321,0.36167770624160767,1.6514310836791992,0.42905405163764954
1.6541048288345337,0.4000509977340698,1.633731484413147,0.352477490901947
1.5794603824615479,0.43217745423316956,1.5416556596755981,0.3659909963607788
1.5143598318099976,0.45550739765167236,1.4334074258804321,0.3840090036392212
1.4664338827133179,0.47921979427337646,1.5129610300064087,0.4493243098258972
1.4421182870864868,0.48317185044288635,1.435776948928833,0.44144144654273987
1.4116019010543823,0.49451810121536255,1.313423991203308,0.4932432472705841
1.3843121528625488,0.5107088088989258,1.3985772132873535,0.4718468487262726
1.3507664203643799,0.5233299136161804,1.3207676410675049,0.4864864945411682
1.3282349109649658,0.529704213142395,1.2546087503433228,0.48761260509490967
1.3306947946548462,0.5317440032958984,1.4377834796905518,0.4279279410839081
1.2840291261672974,0.5546914935112,1.378093957901001,0.4797297418117523
1.2666337490081787,0.5614482164382935,1.2453736066818237,0.5090090036392212
1.2608301639556885,0.5625956058502197,1.3150216341018677,0.47297295928001404
1.248840093612671,0.5750892162322998,1.3533328771591187,0.5101351141929626
1.2272902727127075,0.5776389837265015,1.2988274097442627,0.5123873949050903
1.2172601222991943,0.584395706653595,1.2151252031326294,0.5416666865348816
1.200705647468567,0.5938296914100647,1.2584155797958374,0.5168918967247009
1.1850563287734985,0.596251904964447,1.175283670425415,0.5022522807121277
1.1844483613967896,0.5999490022659302,1.2792755365371704,0.5349099040031433
1.1824573278427124,0.6079806089401245,1.2683731317520142,0.5382882952690125
1.148607611656189,0.6156297922134399,1.1551417112350464,0.5574324131011963
1.1425386667251587,0.6194543838500977,1.2164709568023682,0.5765765905380249
1.131884217262268,0.6221315860748291,1.1713578701019287,0.5754504799842834
1.1176429986953735,0.6301631927490234,1.1097674369812012,0.545045018196106
1.0913254022598267,0.6384497880935669,1.189115047454834,0.5777027010917664
1.1028416156768799,0.63590008020401,1.146610975265503,0.5900900959968567
1.0729330778121948,0.645334005355835,1.1590687036514282,0.6295045018196106
1.0809258222579956,0.6440591812133789,1.1243141889572144,0.619369387626648
1.0696672201156616,0.645971417427063,1.1744076013565063,0.6171171069145203
1.06784188747406,0.6495410799980164,1.200555443763733,0.5844594836235046
1.0486754179000854,0.6613972187042236,1.2353312969207764,0.6114864945411682
1.0382821559906006,0.6588475108146667,1.0921666622161865,0.6520270109176636
1.0256078243255615,0.6652218103408813,1.0973787307739258,0.5664414167404175
1.0218582153320312,0.6707037091255188,1.0568866729736328,0.6126126050949097
