loss,accuracy,val_loss,val_accuracy
2.152426242828369,0.2177731841802597,2.0433318614959717,0.21414141356945038
1.972718358039856,0.2445104569196701,1.987402319908142,0.23030303418636322
1.924129843711853,0.25122708082199097,1.9465429782867432,0.2818181812763214
1.8860889673233032,0.26453113555908203,1.9276409149169922,0.21010100841522217
1.8460354804992676,0.28028932213783264,1.872697353363037,0.28787878155708313
1.7944989204406738,0.3155515491962433,1.8564953804016113,0.3656565546989441
1.738256812095642,0.3570137023925781,1.7642028331756592,0.4161616265773773
1.678383231163025,0.3851718008518219,1.7565923929214478,0.40505051612854004
1.6175063848495483,0.41604235768318176,1.6369229555130005,0.41111111640930176
1.54966139793396,0.4400671720504761,1.532362461090088,0.5252525210380554
1.4855899810791016,0.46641695499420166,1.5233498811721802,0.48383837938308716
1.4387401342391968,0.47778353095054626,1.4855424165725708,0.5010101199150085
1.3823777437210083,0.5080082416534424,1.4401006698608398,0.5060606002807617
1.3576027154922485,0.5210539698600769,1.3814563751220703,0.5414141416549683
1.3293942213058472,0.5311288833618164,1.4180399179458618,0.4919191896915436
1.3016595840454102,0.5430121421813965,1.3872833251953125,0.5666666626930237
1.2739288806915283,0.5521829128265381,1.379315733909607,0.5555555820465088
1.2633543014526367,0.5706535577774048,1.3443927764892578,0.5838384032249451
1.2298047542572021,0.5789201855659485,1.3480920791625977,0.5636363625526428
1.216395616531372,0.5844743251800537,1.2947261333465576,0.5959596037864685
1.2052615880966187,0.5842159390449524,1.2699917554855347,0.6232323050498962
1.1756442785263062,0.5990700125694275,1.2851887941360474,0.5888888835906982
1.1642725467681885,0.60371994972229,1.2775394916534424,0.6181818246841431
1.1723626852035522,0.6094032526016235,1.2571923732757568,0.596969723701477
1.1359705924987793,0.6137948632240295,1.3045495748519897,0.6020202040672302
1.1393829584121704,0.6202531456947327,1.2837733030319214,0.6232323050498962
1.1058869361877441,0.6287781000137329,1.1989758014678955,0.6232323050498962
1.1146652698516846,0.6320072412490845,1.231652021408081,0.5979797840118408
1.1060987710952759,0.6296822428703308,1.2103731632232666,0.59494948387146
1.0889205932617188,0.6393696665763855,1.1756395101547241,0.6353535056114197
1.0876418352127075,0.6416946649551392,1.2671095132827759,0.6474747657775879
1.0692192316055298,0.6515112519264221,1.2332414388656616,0.6010100841522217
