loss,accuracy,val_loss,val_accuracy
2.1765167713165283,0.2124810516834259,1.9094091653823853,0.2757352888584137
1.9586060047149658,0.2573269307613373,1.7679847478866577,0.28921568393707275
1.8451857566833496,0.3155634105205536,1.7568316459655762,0.33700981736183167
1.7251557111740112,0.3749368488788605,1.723588228225708,0.35171568393707275
1.6460314989089966,0.4152349531650543,1.637474536895752,0.4485294222831726
1.5719133615493774,0.42685699462890625,1.6449989080429077,0.4215686321258545
1.5129460096359253,0.44100555777549744,1.531641960144043,0.4779411852359772
1.472550630569458,0.46109145879745483,1.4999501705169678,0.4485294222831726
1.442589521408081,0.48029306530952454,1.3733261823654175,0.4901960790157318
1.4029639959335327,0.4914098083972931,1.3177738189697266,0.5061274766921997
1.39555025100708,0.5040424466133118,1.336350440979004,0.49754902720451355
1.3496915102005005,0.5318342447280884,1.3052383661270142,0.5747548937797546
1.3419760465621948,0.5328448414802551,1.2804391384124756,0.5441176295280457
1.3026459217071533,0.5535624027252197,1.2299556732177734,0.5526960492134094
1.2809631824493408,0.5616472959518433,1.2293442487716675,0.5759803652763367
1.2655582427978516,0.5641738176345825,1.1640417575836182,0.593137264251709
1.2371877431869507,0.5805962681770325,1.1767810583114624,0.6188725233078003
1.208748698234558,0.5915866494178772,1.124293327331543,0.6274510025978088
1.2053406238555908,0.5939868688583374,1.125449538230896,0.5870097875595093
1.201230764389038,0.595123827457428,1.184470772743225,0.5980392098426819
1.1714768409729004,0.6169782876968384,1.169138789176941,0.5845588445663452
1.1752547025680542,0.6045982837677002,1.1194679737091064,0.594362735748291
1.1571214199066162,0.6130621433258057,1.2097607851028442,0.593137264251709
1.1566122770309448,0.6268317103385925,1.1543302536010742,0.591911792755127
1.1298071146011353,0.6267054080963135,1.0356287956237793,0.6372548937797546
1.1109187602996826,0.6387064456939697,1.139016032218933,0.6360294222831726
1.1071628332138062,0.6398433446884155,1.0586695671081543,0.626225471496582
1.0854524374008179,0.6485598683357239,1.1513206958770752,0.6102941036224365
1.066544771194458,0.6580343842506409,1.134238362312317,0.6213235259056091
1.0653371810913086,0.6515917181968689,1.0926110744476318,0.6323529481887817
1.057241439819336,0.6584133505821228,1.0228105783462524,0.6617646813392639
1.054628849029541,0.6648560166358948,1.0381639003753662,0.6838235259056091
1.0196869373321533,0.677867591381073,1.1595796346664429,0.6078431606292725
1.0092185735702515,0.6817837357521057,0.9796380400657654,0.6323529481887817
1.0111674070358276,0.6848155856132507,1.0699374675750732,0.6409313678741455
1.0023032426834106,0.6848155856132507,1.0433064699172974,0.6752451062202454
0.9802315831184387,0.6979535222053528,1.0404024124145508,0.6850489974021912
0.9645782709121704,0.704017162322998,1.073790192604065,0.6384803652763367
0.9811598062515259,0.6963112950325012,0.9722393751144409,0.6421568393707275
0.9639387726783752,0.7060384154319763,1.11324143409729,0.7034313678741455
0.9377630352973938,0.7107124924659729,1.0044524669647217,0.6617646813392639
0.9376934170722961,0.7121020555496216,0.9496119618415833,0.7144607901573181
0.9299373626708984,0.7109651565551758,1.1079654693603516,0.658088207244873
0.9248415231704712,0.7222082018852234,0.9401857852935791,0.6531862616539001
0.916073739528656,0.7272612452507019,1.013092041015625,0.6335784196853638
0.9123178124427795,0.7217028737068176,0.9715660214424133,0.7144607901573181
0.885185718536377,0.7337039113044739,0.9958612322807312,0.7132353186607361
0.8910612463951111,0.7366093993186951,0.8592098951339722,0.7340686321258545
0.8941064476966858,0.7313036918640137,0.9096556901931763,0.7303921580314636
0.8771638870239258,0.740399181842804,1.0022083520889282,0.6752451062202454
0.8739778995513916,0.7386305928230286,0.8347951769828796,0.7401960492134094
0.8815248608589172,0.733451247215271,0.8663569688796997,0.7389705777168274
0.8602609038352966,0.7390096187591553,0.9066170454025269,0.719362735748291
0.8729651570320129,0.7358514666557312,0.9216394424438477,0.720588207244873
0.8524567484855652,0.7460838556289673,0.9158239364624023,0.7242646813392639
0.8385456800460815,0.75,0.816771924495697,0.7254902124404907
0.8391914963722229,0.7537897825241089,0.967517077922821,0.6642156839370728
0.8266035318374634,0.756442666053772,0.8890601992607117,0.7389705777168274
0.8212900757789612,0.7606114149093628,0.8245939612388611,0.748774528503418
0.8099290132522583,0.7582111954689026,0.9468169808387756,0.6899510025978088
0.8085553050041199,0.7621273398399353,1.0797957181930542,0.6960784196853638
0.8127589225769043,0.760106086730957,0.9252258539199829,0.7340686321258545
0.8074911832809448,0.759979784488678,0.9889189600944519,0.719362735748291
0.7895077466964722,0.7684436440467834,0.969746470451355,0.7303921580314636
0.8069264888763428,0.7608640789985657,0.9584535956382751,0.7144607901573181
0.7788617014884949,0.7727387547492981,0.9303582310676575,0.7095588445663452
0.7864012122154236,0.7636432647705078,0.7822427153587341,0.7647058963775635
0.7752426266670227,0.7745073437690735,0.9018133282661438,0.7352941036224365
0.7828522324562073,0.769959568977356,0.8931040167808533,0.7524510025978088
0.7626045942306519,0.7781707644462585,1.1774811744689941,0.7083333134651184
0.7600307464599609,0.7770338654518127,1.0777019262313843,0.7107843160629272
0.745799720287323,0.786003053188324,0.8955686092376709,0.7340686321258545
0.7571915984153748,0.7781707644462585,1.137294054031372,0.688725471496582
0.7581208944320679,0.7769075036048889,0.8635362386703491,0.7561274766921997
0.7357195615768433,0.7877715826034546,0.9641753435134888,0.7401960492134094
0.7441145777702332,0.7847397923469543,0.8696632385253906,0.7414215803146362
0.7539025545120239,0.7801920175552368,0.985059380531311,0.6924019455909729
0.7391964793205261,0.7885295748710632,0.8358004689216614,0.7671568393707275
0.7360051274299622,0.7871399521827698,0.9141655564308167,0.7389705777168274
0.7440149188041687,0.7800657153129578,0.796751856803894,0.7524510025978088
0.7321474552154541,0.7885295748710632,0.9605449438095093,0.7389705777168274
0.7400733828544617,0.7832238674163818,0.8267601728439331,0.7683823704719543
